All Players 3 Year Averages MLB Standard Stats,,,,,,,,,,,,,,,
Player,Team,INN,GS,QS,CG,W,L,S,BS,K,BBI,HA,ERA,WHIP,Rank
Halladay, Roy SP PHI 	Shits & Giggles	245.3	33.0	23	9	19	10	0	0	211	35	228	2.678	1.0720	2
Lincecum, Tim SP SF 	Shits & Giggles	221.7	33.0	25	2	16	7	0	0	252	76	181	2.842	1.1594	4
Sabathia, CC SP NYY 	Free Agent	240.3	34.0	24	5	19	8	0	0	215	67	210	3.071	1.1526	5
Rivera, Mariano RP NYY 	Evil Empire	65.7	0.0	0	0	4	4	39	0	65	10	43	1.645	0.8071	6
Hernandez, Felix SP SEA 	Evil Empire	229.7	33.0	26	3	14	9	0	0	208	74	197	2.704	1.1800	12
Lee, Cliff SP PHI 	Whiteness	222.3	31.0	22	6	16	8	0	0	179	32	218	2.995	1.1244	13
Wainwright, Adam SP STL 	Shits & Giggles	198.3	29.0	21	2	17	7	0	0	172	52	175	2.677	1.1445	14
Haren, Dan SP ANA	Evil Empire	226.7	34.0	23	2	14	10	0	0	215	44	214	3.454	1.1382	17
Soria, Joakim RP KC	Floaters and Sinkers	62.0	0.0	0	0	2	2	38	0	69	17	45	1.887	1.0000	18
Papelbon, Jonathan RP BOS	SA`s	68.0	0.0	0	0	4	4	39	0	76	20	56	2.647	1.1176	20
Wilson, Brian RP SF 	Blue Crew	69.7	0.0	0	0	4	4	42	0	81	27	61	2.971	1.2632	21
Greinke, Zack SP MIL 	User Abuser	217.3	33.0	23	3	13	11	0	0	202	54	205	3.230	1.1917	23
Santana, Johan SP NYM 	Free Agent	200.0	29.0	21	2	13	8	0	0	165	55	180	2.835	1.1750	24
Rodriguez, Francisco RP NYM 	Shits & Giggles	64.7	0.0	0	0	3	4	41	0	72	31	50	2.784	1.2526	29
Lester, Jon SP BOS	Free Agent	207.3	32.0	21	2	17	8	0	0	201	71	185	3.299	1.2347	32
Bailey, Andrew RP OAK 	Whiteness	66.0	0.0	0	0	4	3	26	0	66	18	42	1.636	0.9091	33
Cain, Matt SP SF 	Whiteness	219.7	33.0	22	3	12	11	0	0	178	75	190	3.278	1.2064	39
Hamels, Cole SP PHI	Evil Empire	210.0	33.0	20	2	12	11	0	0	192	52	195	3.471	1.1762	40
Oswalt, Roy SP PHI	Whiteness	200.7	31.0	21	3	13	10	0	0	165	48	181	3.454	1.1412	42
Bell, Heath RP SD 	Grape Apes	72.7	0.0	0	0	6	4	30	0	79	27	59	2.725	1.1835	45
Lilly, Ted SP LA	User Abuser	191.7	30.0	21	0	13	10	0	0	167	48	168	3.616	1.1270	50
Verlander, Justin SP DET	Sofa Kings	221.7	34.0	19	3	16	12	0	0	217	74	201	3.857	1.2406	51
Jimenez, Ubaldo SP COL	Disco Bush Horticulturists	212.7	33.0	22	2	15	11	0	0	195	93	176	3.428	1.2649	52
Cordero, Francisco RP CIN	Grape Apes	70.0	0.0	0	0	4	5	38	0	65	35	62	3.086	1.3857	55
Weaver, Jered SP ANA	Blue Crew	204.0	32.0	20	1	13	10	0	0	186	58	185	3.662	1.1912	57
Valverde, Jose RP DET	User Abuser	63.0	0.0	0	0	4	3	32	0	67	25	48	3.000	1.1587	58
Lewis, Colby SP TEX 	Disco Bush Horticulturists	201.0	32.0	20	1	12	13	0	0	196	65	174	3.716	1.1891	62
Johnson, Josh SP FLA 	SA`s	160.0	25.0	19	1	11	4	0	0	151	44	143	2.925	1.1687	67
Dempster, Ryan SP CHC	Want-a-be Ghetto All Stars	207.3	33.0	21	1	14	9	0	0	189	76	189	3.473	1.2781	69
Nathan, Joe RP MIN 	Free Agent	45.3	0.0	0	0	1	1	29	0	54	13	28	1.787	0.9044	70
